Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
Bababoo,https://www.crunchbase.com/organization/bababoo-intelligent-calling-service,"Platforms, Information Technology, Software, Internet Services, Messaging and Telecommunications, Mobile","New York, New York, United States",Bababaoo is a communications platform company that creates an intelligent calling service app for the iPhone.,"43,922",02/01/2010,Closed,3,"Mobile, VoIP, iOS, Messaging",4,1-10,05/10/2011,"$1,500,000","$1,500,000",1,Seed,http://www.bababoo.com,1
SunnyBump,https://www.crunchbase.com/organization/sunnybump,"Commerce and Shopping, Internet Services","Chicago, Illinois, United States",SunnyBump is an online product discovery platform that helps new and expecting parents find baby products.,"44,216",01/01/2012,Closed,1,"Children, Product Search, E-Commerce",4,1-10,12/15/2012,"$375,000","$375,000",2,Seed,http://www.sunnybump.com,1
Nugg-it,https://www.crunchbase.com/organization/nugg-it,Manufacturing,"Cincinnati, Ohio, United States",Nugg-it is a wearable audio-recording device that records snippets of everyday conversation.,"44,346",01/01/2011,Closed,,Manufacturing,1,1-10,03/01/2013,"$600,000","$600,000",1,Seed,http://launch.nugg-it.com,1
Thryve,https://www.crunchbase.com/organization/thryve,Software,"Miami, Florida, United States",Thryve is an application development company that offers a range of health-focused applications.,"44,468",01/01/2012,Closed,,Software,,51-100,04/01/2012,"$50,000","$50,000",1,Seed,http://www.thryveapp.com/,1
Pinkdingo,https://www.crunchbase.com/organization/pinkdingo,Internet Services,"New York, New York, United States",Pinkdingo is a New York-based online platform providing charity services.,"44,521",10/01/2009,Closed,1,"Online Portals, ISP, Charity",,1-10,10/12/2011,"$1,400,000","$1,400,000",5,Seed,http://www.pinkdingo.com,1
Echelon Creative,https://www.crunchbase.com/organization/echelon-creative,Education,"New York, New York, United States",Transformative messaging products for learning,"44,744",01/01/2015,Closed,,Language Learning,2,,08/03/2015,"$100,000","$100,000",1,Seed,http://wordsu.com/,1
Arkayne,https://www.crunchbase.com/organization/arkayne,"Information Technology, Sales and Marketing, Internet Services, Advertising","Phoenix, Arizona, United States",Arkayne was a related posts widget that connected blogs across the web.,"45,015",04/04/2009,Closed,,"Information Technology, SEO, Search Engine, Internet, Advertising",3,1-10,03/02/2010,"$1,000,000","$1,000,000",1,Seed,http://www.blogglue.com,1
Ripple Commerce,https://www.crunchbase.com/organization/ripple-commerce,"Commerce and Shopping, Media and Entertainment, Internet Services","Birmingham, Michigan, United States",Ripple Commerce DBA Wantify operates an online platform where consumers can solicit offers for products and services they want.,"45,255",01/01/2012,Closed,,"Social Media, E-Commerce, Social Network",,1-10,07/20/2012,"$650,000","$650,000",,Seed,http://ripplecommerce.com,1
Glide Health,https://www.crunchbase.com/organization/glide-health,"Health Care, Mobile","New York, New York, United States",Glide Health provides a health information system for patients and healthcare professionals to access and manage information.,"45,257",01/01/2008,Closed,9,"Medical, Health Care, Mobile",1,1-10,08/31/2009,"$1,000,000","$1,000,000",,Seed,http://www.glidehealth.us,1
VidBid,https://www.crunchbase.com/organization/vidbid,"Commerce and Shopping, Media and Entertainment, Video, Mobile","New York, New York, United States","VidBid uses geolocation technology for businesses to target a local/national audience by broadcasting video auctions, deals and flash sales.","45,345",06/19/2012,Closed,,"Mobile, E-Commerce, Video",3,1-10,08/31/2012,"$100,000","$100,000",,Seed,http://www.vidbid.com,1
Jodange,https://www.crunchbase.com/organization/jodange,"Media and Entertainment, Content and Publishing","Yonkers, New York, United States",Jodange provides business tools for predicting outcomes and planning strategy by publishing the opinions of holders' sentiments over time.,"45,738",01/01/2007,Closed,1,"Real Time, Publishing, Service Industry",,11-50,04/27/2009,"$1,200,000","$1,200,000",4,Seed,http://www.jodange.com,1
Jildy,https://www.crunchbase.com/organization/jildy,"Platforms, Apps, Media and Entertainment, Software, Internet Services, Mobile","Palo Alto, California, United States","Jildy offers a mobile application that filters social data, allowing users to get a summarized overview of their social newsfeed.","45,850",09/01/2011,Closed,1,"Apps, Search Engine, iOS, Mobile, Android, Social Media",,1-10,08/01/2011,"$650,000","$650,000",2,Seed,http://www.jildy.com,1
Mineful,https://www.crunchbase.com/organization/mineful,"Data and Analytics, Software, Sales and Marketing, Advertising","Chicago, Illinois, United States",Mineful is a customer analytics and marketing automation tool for online businesses.,"45,956",08/01/2009,Closed,2,"Business Intelligence, Enterprise Software, Analytics, Advertising",2,11-50,09/23/2011,"$25,000","$25,000",1,Seed,http://www.mineful.com,1
Operating Analytics,https://www.crunchbase.com/organization/operating-analytics,"Data and Analytics, Software, Health Care","Cambridge, Massachusetts, United States","Operating Analytics offers OR Forecast, a product that gives surgical departments a daily forecast of operating room utilization.","45,981",02/01/2013,Closed,,"Predictive Analytics, Health Care, SaaS, Software",3,1-10,06/01/2013,"$50,000","$50,000",2,Seed,http://operatinganalytics.com,1
White Cheetah,https://www.crunchbase.com/organization/white-cheetah,"Software, Health Care, Mobile","Fort Collins, Colorado, United States","White Cheetah offers Crowd911, a geo-location and social networking tool that provides safety alerts during emergencies.","46,314",12/12/2012,Closed,,"mHealth, Enterprise Software",,11-50,03/11/2013,"$30,000","$290,000",,Seed,http://crowd911.com,2
Gaston Labs,https://www.crunchbase.com/organization/gaston-labs,"Media and Entertainment, Content and Publishing","Palo Alto, California, United States",Gaston Labs is a video and photo sharing service.,"46,324",03/21/2012,Closed,1,Photography,,1-10,03/01/2012,"$100,000","$100,000",13,Seed,http://GastonLabs.com,1
Bevy,https://www.crunchbase.com/organization/bevy,"Media and Entertainment, Internet Services","Seattle, Washington, United States",Bevy is a social merchandising service that enables women to discuss and discover fashion with similar users.,"46,720",09/27/2007,Closed,,Social Media,,1-10,10/01/2007,"$1,200,000","$1,200,000",2,Seed,http://www.BevyInc.com,1
Searcheeze,https://www.crunchbase.com/organization/searcheeze,"Media and Entertainment, Content and Publishing","Boston, Massachusetts, United States",Searcheeze enables users to create personalized and thematic online magazines with content found on the web about a specific topic.,"46,733",01/01/2011,Closed,,News,,1-10,01/01/2011,"$305,000","$305,000",1,Seed,http://www.searcheeze.com,1
Cubby,https://www.crunchbase.com/organization/cubby,Mobile,"New York, New York, United States","Cubby is a smartphone-enabled personal logistics service, securing and couriering travellers' excess luggage.","46,764",02/15/2011,Closed,2,"Collaborative Consumption, Mobile",2,1-10,05/01/2011,"$65,000","$65,000",,Seed,http://gocubby.com,1
Sywork,https://www.crunchbase.com/organization/sywork,Internet Services,"California City, California, United States",Sywork is a livestreaming platform created for illustrators and digital artists,"46,904",05/05/2015,Closed,3,Internet,2,1-10,08/05/2015,"$120,000","$120,000",1,Seed,https://sywork.tv,1
Ohm,https://www.crunchbase.com/organization/ohm,"Hardware, Consumer Electronics","San Jose, California, United States","Ohm's is a new car battery which features a low weight, long lifetime, cold weather performance, and an environmentally friendly design.","47,005",,Closed,,Consumer Electronics,,,09/01/2015,"$120,000","$120,000",1,Seed,http://www.getohm.com/,1
Plura Processing,https://www.crunchbase.com/organization/plura-processing,"Software, Internet Services","Houston, Texas, United States",Plura Processing offers internet technology- and grid computing-based solutions for computational and distributed bandwidth problems.,"47,075",09/01/2007,Closed,7,"Cloud Computing, Web Hosting",,1-10,05/01/2008,"$750,000","$750,000",1,Seed,http://www.pluraprocessing.com,1
Drive Pulse,https://www.crunchbase.com/organization/drive-pulse,"Apps, Software","Stanford, California, United States","Simple, fast, smart notifications for all your vehicles on your iPhone.","47,402",07/02/2013,Closed,4,Apps,,1-10,03/01/2014,"$120,000","$120,000",1,Seed,https://drivepulseapp.com,1
Idooble,https://www.crunchbase.com/organization/idooble,"Commerce and Shopping, Internet Services","Vancouver, Washington, United States",Idooble.com was a social commerce platform that enabled interactive shopping.,"47,420",01/01/2009,Closed,1,"Price Comparison, Search Engine",1,11-50,08/01/2010,"$200,000","$400,000",2,Seed,http://www.idooble.com,2
Audienced,https://www.crunchbase.com/organization/audienced,"Media and Entertainment, Music and Audio, Events, Sports, Internet Services, Financial Services","San Diego, California, United States",Kickstarter meets Ticketmaster,"47,453",01/09/2014,Closed,7,"Crowdfunding, Non Profit, Events, Internet, Music, Sports",2,1-10,02/15/2015,"$20,000","$20,000",2,Seed,http://www.getaudienced.com,1
Solid Innovations,https://www.crunchbase.com/organization/solid-innovations,"Manufacturing, Health Care","Stroudsburg, Pennsylvania, United States","Solid Innovations is the creator of PerceptEngine, the Additive Industry's first truly proactive monitoring platform","47,540",01/01/2015,Closed,,"Manufacturing, Medical Device, Medical",,1-10,04/01/2016,"$300,000","$300,000",1,Seed,http://www.solidinnovations.net/,1
Epicure,https://www.crunchbase.com/organization/epicure,Commerce and Shopping,"San Francisco, California, United States",We analyze your online grocery receipts and recommend healthier options.,"47,590",01/01/2015,Closed,4,"E-Commerce, Shopping",2,1-10,05/16/2015,"$40,000","$40,000",,Seed,http://www.letsepicure.com/,1
SocialSamba,https://www.crunchbase.com/organization/socialsamba,Software,"Santa Clara, California, United States",SocialSamba operates an online scripted social networking platform that enables users to chat with fictional characters they love.,"47,729",04/01/2010,Closed,9,Software,2,1-10,06/07/2012,"$20,000","$20,000",2,Seed,http://www.socialsamba.com,2
Monthlys,https://www.crunchbase.com/organization/monthlys,Commerce and Shopping,"Chicago, Illinois, United States","Monthlys is an online marketplace for individuals to discover, purchase, gift, and manage product subscriptions and memberships.","47,797",01/01/2012,Closed,,"Gift, Marketplace, E-Commerce",,11-50,03/01/2012,"$1,000,000","$1,000,000",2,Seed,http://www.monthlys.com,1
Loudcaster,https://www.crunchbase.com/organization/loudcaster,"Media and Entertainment, Music and Audio, Video, Content and Publishing, Financial Services","Somerville, Massachusetts, United States",Loudcaster is an internet platform that enables anyone to create interactive online radio stations.,"47,868",08/01/2009,Closed,3,"Finance, Music, Video Streaming, FinTech",,1-10,03/01/2010,"$18,000","$53,000",2,Seed,http://loudcaster.com,2
"MoveableCode, Inc.",https://www.crunchbase.com/organization/moveablecode-inc,"Platforms, Navigation and Mapping, Data and Analytics, Software, Internet Services, Mobile","Providence, Rhode Island, United States",MoveableCode is a developer of location-aware fantasy games for mid-core gamers using Android and iOS platforms.,"47,870",01/01/2009,Closed,,"Location Based Services, Android, iOS, Mobile",1,1-10,04/01/2012,"$350,000","$350,000",2,Seed,http://moveablecode.com,2
Salad Labs,https://www.crunchbase.com/organization/salad-labs,"Media and Entertainment, Software, Sports, Government and Military, Payments, Internet Services, Financial Services","Seattle, Washington, United States","Salad Labs provides a mobile and web gaming platform that facilitates conversation, content-sharing and gaming.","48,050",01/11/2011,Closed,4,"Social Media, Sports, Virtual Currency, Politics, Celebrity",,1-10,07/15/2013,"$825,000","$825,000",2,Seed,http://popsalad.com,1
QiWord,https://www.crunchbase.com/organization/qiword,"Information Technology, Data and Analytics, Software, Design","New Brunswick, New Jersey, United States",QiWord is a cloud-based analytics engine & information visualization tool.,"48,153",,Closed,,"Data Visualization, Analytics, Information Technology",2,1-10,01/01/2014,"$250,000","$250,000",,Seed,https://qiword.co/,1
Leap,https://www.crunchbase.com/organization/leap,"Media and Entertainment, Food and Beverage, Internet Services, Content and Publishing, Mobile","Cincinnati, Ohio, United States",Leap is a mobile application that enables users to create and document challenges with their Facebook friends.,"48,270",09/01/2011,Closed,1,"Social Media, Photography, Mobile, Craft Beer",2,1-10,08/31/2011,"$25,000","$25,000",1,Seed,http://leapfor.it,1
MyNines,https://www.crunchbase.com/organization/mynines,"Commerce and Shopping, Community and Lifestyle, Design","New York, New York, United States","My Nines is a blog that features articles on fashion, accessories, boots, and other topics related to the cowboy lifestyle.","48,273",08/01/2009,Closed,5,"E-Commerce, Lifestyle, Fashion",1,11-50,04/19/2010,"$500,000","$500,000",2,Seed,http://www.mynines.com/,1
TipCity,https://www.crunchbase.com/organization/tipcity,"Platforms, Commerce and Shopping, Software, Sales and Marketing, Mobile, Advertising","San Diego, California, United States",TipCity enabled restaurateurs to broadcast instant and time-sensitive promotions to nearby consumers.,"48,500",06/01/2009,Closed,1,"Software, iOS, Mobile, Coupons, Android, Advertising",1,11-50,05/01/2010,"$350,000","$350,000",,Seed,http://www.tipcity.com,1
Progeny Solar,https://www.crunchbase.com/organization/progeny-solar,"Manufacturing, Natural Resources, Energy, Sustainability","Marlborough, Massachusetts, United States",Progeny Solar is a manufacturer of PV solar panels for the European market.,"48,545",01/01/2010,Closed,,"Manufacturing, Solar, Renewable Energy",,51-100,11/04/2010,"$505,000","$505,000",,Seed,http://progenysolar.com,1
Careerflo,https://www.crunchbase.com/organization/careerflo,"Community and Lifestyle, Software, Professional Services","La Jolla, California, United States",Matchmaker between recent graduates and employers. Think eHarmony for university job recruiting.,"48,628",01/01/2013,Closed,2,"Dating, Software, Human Resources, SaaS, Recruiting",,11-50,01/01/2013,"$100,000","$100,000",2,Seed,http://www.Careerflo.com,1
Tivity,https://www.crunchbase.com/organization/tivity,Sports,"Syracuse, New York, United States",Tivity is a crowd-sourced knowledge base of local athletic activities.,"48,786",05/11/2010,Closed,5,Sports,,1-10,05/14/2012,"$18,000","$18,000",1,Seed,http://www.tivity.us,1
Spurfly,https://www.crunchbase.com/organization/spurfly,"Apps, Information Technology, Software","Arlington, Virginia, United States","Spurfly is a spur-of-the-moment, on-the-fly social calendaring application for groups of any size.","48,850",01/01/2011,Closed,,"Social, Web Apps, Scheduling",1,1-10,07/14/2011,"$175,500","$175,500",,Seed,http://www.spurfly.com,1
Sparkbrowser,https://www.crunchbase.com/organization/sparkbrowser,Software,"Boston, Massachusetts, United States",Sparkbrowser is an enterprise-scale software company developing desktop applications and web browsers.,"48,958",03/18/2010,Closed,,Software,,11-50,02/05/2011,"$150,000","$150,000",,Seed,http://sparkbrowser.org,1
Hively,https://www.crunchbase.com/organization/hively,,"Portland, Oregon, United States",Hively provides systems that facilitate real-time customer feedback and employee rewards.,"49,138",05/09/2011,Closed,1,"Real Time, Customer Service, Service Industry",2,11-50,11/04/2011,"$25,000","$25,000",1,Seed,http://teamhively.com,1
SpinTheCam,https://www.crunchbase.com/organization/spinthecam,"Information Technology, Community and Lifestyle, Internet Services, Messaging and Telecommunications","New York, New York, United States",SpinTheCam is a social network with dating and live video chat where people randomly connect within the network.,"49,244",02/12/2010,Closed,,"Dating, Internet, Video Chat",,1-10,01/01/2010,"$150,000","$150,000",1,Seed,http://www.spinthecam.com,1
YellowBrck,https://www.crunchbase.com/organization/yellowbrck,"Media and Entertainment, Navigation and Mapping, Data and Analytics, Community and Lifestyle, Internet Services, Mobile","New York, New York, United States",YellowBrck is a location-based social network that allows parents to share their activities and locations with friends and other parents.,"49,278",05/01/2010,Closed,2,"Social Media, Location Based Services, Mobile, Parenting",1,1-10,05/03/2011,"$150,000","$150,000",1,Seed,http://www.yellowbrck.com,1
Invibox,https://www.crunchbase.com/organization/invibox,"Information Technology, Software, Internet Services, Messaging and Telecommunications","New York, New York, United States",One Dashboard for all enterprise software,"49,303",04/04/2013,Closed,,"Enterprise Software, SaaS, Email",,11-50,05/20/2013,"$300,000","$300,000",,Seed,http://Invibox.com,1
CollegeWikis,https://www.crunchbase.com/organization/collegewikis,"Media and Entertainment, Information Technology, Software, Education, Internet Services, Messaging and Telecommunications","San Francisco, California, United States",CollegeWikis is a group messaging and information platform for students.,"49,349",01/01/2007,Closed,6,"Messaging, Social Media, Developer Tools, Information Technology, Universities, Education",1,1-10,10/08/2008,"$2,000,000","$2,000,000",4,Seed,http://www.collegewikis.com,1
Featherlight,https://www.crunchbase.com/organization/featherlight,"Software, Mobile","Brooklyn, New York, United States",The Continuous Performance Coaching Platform,"49,493",07/04/2014,Closed,1,"Mobile, Human Resources, SaaS, Enterprise Software",1,1-10,02/19/2014,"$28,000","$28,000",1,Seed,http://www.featherlight.co,1
DINKlife,https://www.crunchbase.com/organization/dinklife,"Media and Entertainment, Events, Community and Lifestyle, Internet Services","San Francisco, California, United States","DINKlife is a community and a lifestyle brand providing couples without children with relevant deals, events, and lifestyle media.","49,582",10/01/2010,Closed,,"Lifestyle, Events, Social Media, Content",2,1-10,10/01/2011,"$95,000","$95,000",,Seed,http://www.dinklife.com,1
Plix,https://www.crunchbase.com/organization/plix,"Media and Entertainment, Sales and Marketing, Internet Services, Video, Content and Publishing, Advertising","Bellevue, Washington, United States",Plix is a social TV platform that allows multiple users to watch a program on one single screen.,"49,887",01/01/2011,Closed,,"Digital Media, Video Streaming, Social Media, Advertising",1,1-10,01/01/2012,"$400,000","$400,000",,Seed,http://plix.co,1
Relationship Analytics,https://www.crunchbase.com/organization/relationship-analytics,"Data and Analytics, Software","Hillsborough, New Jersey, United States",RelationshipManager is an ERM platform that provides analytical tools in order to improve relationship networks.,"49,926",08/01/2012,Closed,2,"Enterprise Software, Analytics",2,1-10,05/16/2013,"$25,000","$125,000",1,Seed,http://www.relationshipmanager.com,2
Kincast,https://www.crunchbase.com/organization/kinkast,"Platforms, Media and Entertainment, Information Technology, Software, Internet Services, Video, Messaging and Telecommunications, Mobile","Palo Alto, California, United States",Kincast is a video sharing service designed to work easily across family generations and platforms .,"49,954",06/01/2010,Closed,1,"Video, Messaging, iOS",2,1-10,04/01/2012,"$310,000","$310,000",1,Seed,http://www.kincast.com,1
BigTwist,https://www.crunchbase.com/organization/bigtwist,"Hardware, Software, Internet Services, Mobile","Brooklyn, New York, United States",BigTwist helps business professionals create interactive presentations.,"50,010",11/08/2011,Closed,,"3D Technology, Enterprise Software, Presentations, Mobile, Cloud Computing",2,1-10,01/19/2012,"$620,000","$620,000",,Seed,http://www.bigtwist.com,1
Mithridion,https://www.crunchbase.com/organization/mithridion,"Biotechnology, Science and Engineering, Health Care","Madison, Wisconsin, United States","Mithridion develops drugs for central nervous system disorders, with special focus on schizophrenia and Alzheimer's disease.","50,111",01/01/2004,Closed,,"Biotechnology, Therapeutics, Medical",1,1-10,06/30/2012,"$5,000","$6,363,499",6,Seed,http://www.mithridion.com,4
LeanStream Media,https://www.crunchbase.com/organization/leanstream-media,"Media and Entertainment, Software, Video","Westminster, Colorado, United States",LeanStream Media develops and markets compression technologies that deliver HD-quality video-on-demand solutions.,"50,349",01/01/2009,Closed,,"Enterprise Software, Video on Demand, Developer Platform",,1-10,12/14/2009,"$530,000","$530,000",,Seed,http://www.leanstreammedia.com,1
People to Remember,https://www.crunchbase.com/organization/people-to-remember,Commerce and Shopping,"Salt Lake City, Utah, United States",People to Remember is a memorial website creator that allows those who have lost family or friends to create a memorial in their honor.,"50,361",04/01/2010,Closed,,"SaaS, E-Commerce",1,1-10,04/01/2010,"$25,000","$25,000",1,Seed,http://www.people2remember.com,1
Aarden Pharmaceuticals,https://www.crunchbase.com/organization/aarden-pharmaceuticals,"Biotechnology, Science and Engineering, Health Care","Indianapolis, Indiana, United States",Aarden Pharmaceuticals develops drugs targeting protein tyrosine phosphatases that catalyze the removal of phosphate groups.,"50,399",01/01/2008,Closed,,"Pharmaceutical, Biotechnology",3,1-10,01/03/2011,"$500,000","$500,000",1,Seed,http://aardenpharma.com,1
Kynded,https://www.crunchbase.com/organization/kynded,"Commerce and Shopping, Media and Entertainment, Sales and Marketing, Internet Services, Content and Publishing, Mobile, Advertising","San Francisco, California, United States","Kynded is a social media community offering a mobile platform for individuals, groups, and corporations to reward acts of kindness.","50,516",08/01/2012,Closed,,"App Marketing, Social Media Marketing, E-Commerce, Mobile, Publishing, Social Media, Advertising, Digital Media, Content",,1-10,01/15/2013,"$100,000","$100,000",,Seed,http://www.Kynded.com,1
Interactive Mobile Advertising,https://www.crunchbase.com/organization/interactive-mobile-advertising,"Travel and Tourism, Navigation and Mapping, Data and Analytics, Sales and Marketing, Internet Services, Advertising","Norwalk, Connecticut, United States",Interactive Mobile Advertising is a location-based advertising company focused on the travel industry.,"50,604",01/01/2010,Closed,,"Advertising, Location Based Services, Travel",,1-10,03/31/2010,"$650,142","$650,142",,Seed,http://www.imatmobile.com,1
Spry,https://www.crunchbase.com/organization/spry,"Software, Financial Services","United States, North America",Spry monitors and analyzes software development projects in real time to generate reports that facilitate better decision making.,"50,608",01/01/2009,Closed,1,"Finance, Enterprise Software",,1-10,08/06/2009,"$18,000","$18,000",1,Seed,http://www.spryplanner.com,1
Bevvy,https://www.crunchbase.com/organization/bevvy-com,"Travel and Tourism, Commerce and Shopping, Media and Entertainment, Events","Los Angeles, California, United States","Bevvy was a nightlife reservation site that offers ongoing, preferred pricing at the best bars and clubs.","50,640",01/08/2011,Closed,4,"Group Buying, Hospitality, Coupons, Nightclubs, E-Commerce",3,1-10,05/20/2011,"$100,000","$100,000",1,Seed,http://www.bevvy.com,1
Frolik,https://www.crunchbase.com/organization/frolik,"Gaming, Media and Entertainment, Video","Hood River, Oregon, United States","Frolik provides games, audio, video and other educational content for children, and allows parents to track their child's activity.","50,718",,Closed,1,"Video, Content, Gaming",1,1-10,06/28/2013,"$1,650,000","$1,650,000",1,Seed,http://frolik.com,1
Aviga Systems,https://www.crunchbase.com/organization/aviga-systems,"Media and Entertainment, Information Technology, Software, Internet Services","Campbell, California, United States","Aviga Systems provides a cloud-based, white-label service for media companies and content aggregators.","50,771",06/01/2008,Closed,1,"Enterprise Software, Cloud Data Services, Digital Media",,1-10,06/01/2008,"$750,000","$750,000",,Seed,http://www.avigasystems.com,1
Quewey,https://www.crunchbase.com/organization/quewey,"Community and Lifestyle, Professional Services","Philadelphia, Pennsylvania, United States",Quewey connects knowledge keepers with knowledge seekers and provides quick and reliable answers to business questions.,"50,817",01/01/2011,Closed,,Professional Networking,1,11-50,11/01/2011,"$250,000","$250,000",,Seed,http://quewey.com,1
Wander (f. YongoPal),https://www.crunchbase.com/organization/yongopal,"Apps, Media and Entertainment, Software, Internet Services, Mobile","Mountain View, California, United States",YongoPal is a mobile application that enables its users to get connected with peer groups across the world to share information.,"50,978",01/01/2010,Closed,6,"Mobile, Apps, Social Media",3,1-10,01/01/2011,"$25,000","$185,000",2,Seed,http://www.wanderwith.us/,5
Forkforce,https://www.crunchbase.com/organization/forkforce,"Travel and Tourism, Food and Beverage, Professional Services","Madison, Wisconsin, United States",Forkforce is a Social Network tailored for the food and beverage service industry that eases the hiring process for both employers and job,"50,980",06/01/2013,Closed,4,"Restaurants, Hospitality, Employment, Food and Beverage",2,1-10,05/20/2014,"$250,000","$350,000",1,Seed,http://www.theforkforce.com,2
Melody Management,https://www.crunchbase.com/organization/melody-management,"Media and Entertainment, Music and Audio","Columbus, Ohio, United States",Melody Management provided online music management services to manage music careers.,"51,138",01/01/2008,Closed,,Music,,1-10,03/31/2010,"$250,000","$250,000",1,Seed,http://melodymanagement.com,1
Rehabtics,https://www.crunchbase.com/organization/rehabtics,"Sports, Health Care","Baltimore, Maryland, United States",Technology Start-up,"51,236",10/17/2012,Closed,,"Health Care, Fitness",1,,07/01/2013,"$100,000","$100,000",1,Seed,,1
GroupTie,https://www.crunchbase.com/organization/grouptie,"Information Technology, Software, Internet Services, Messaging and Telecommunications","Palo Alto, California, United States",GroupTie is group relationship management software for team leaders.,"51,237",01/01/2012,Closed,6,"Enterprise Software, Collaboration, Email",1,11-50,10/01/2013,,"$28,000",3,Seed,http://www.grouptie.com,2
Three Screen Games,https://www.crunchbase.com/organization/three-screen-games,"Gaming, Commerce and Shopping, Software, Sports","Yardley, Pennsylvania, United States",Three Screen Games offers FanGamb which is a sport betting competition between friends to create or join a league and play by placing bets.,"51,362",01/01/2009,Closed,2,"Fantasy Sports, Sports, Virtual Goods",3,1-10,10/07/2009,"$500,000","$500,000",1,Seed,http://www.threescreengames.com,1
Smart Mocha,https://www.crunchbase.com/organization/smart-mocha,"Hardware, Data and Analytics, Software","Portland, Oregon, United States",Smart Mocha is a hardware and software company creating the world's simplest and most customizable remote monitoring solution.,"51,370",01/01/2013,Closed,5,"Hardware, Big Data, Software, Analytics",3,11-50,01/15/2014,,"$18,000",2,Seed,https://smartmocha.com,3
Win Win Slots,https://www.crunchbase.com/organization/win-win-slots,Gaming,"Kenansville, Florida, United States",Win Win Slots designs social mobile casino games for women.,"51,423",06/06/2012,Closed,,Gambling,1,1-10,01/01/2013,"$500,000","$500,000",,Seed,http://winwinslots.com,1
Gamzee,https://www.crunchbase.com/organization/gamzee,"Gaming, Software","Los Angeles, California, United States",Gamzee develops cross-platform games using HTML5.,"51,467",01/01/2011,Closed,7,"Developer Platform, Software, Gaming",,1-10,06/29/2011,"$1,000,000","$1,000,000",1,Seed,http://www.gamzee.com,1
"SmartStay, Inc",https://www.crunchbase.com/organization/smartstay-inc,"Travel and Tourism, Commerce and Shopping, Mobile","Sandy, Utah, United States","SmartStay, a medium of interaction between Hotel and its Guests. From Marketing Hotel’s Services & Promotions to Real-time feedback.","51,505",03/15/2014,Closed,,"E-Commerce, Hospitality, Travel, Mobile",3,1-10,08/08/2014,"$20,000","$20,000",1,Seed,http://smartstay.io,2
Zila Networks,https://www.crunchbase.com/organization/zila-networks,Mobile,"Miami, Florida, United States","Zila Networks is a mobile application development company that created the iPhone/iPad app, Friends Around.","51,522",07/28/2009,Closed,,Mobile,3,11-50,07/28/2009,"$1,000,000","$1,000,000",,Seed,http://zilanetworks.com,1
Alo Networks,https://www.crunchbase.com/organization/alo-networks,"Media and Entertainment, Internet Services, Mobile","Rockville, Maryland, United States",Alo Networks provides mobile content delivery services for Hispanic consumers in the United States.,"51,598",01/01/2011,Closed,,"Social Network, Mobile, Content",1,1-10,04/27/2011,"$445,000","$445,000",1,Seed,http://alonetworks.com,1
Bundle It,https://www.crunchbase.com/organization/bundle-it,"Media and Entertainment, Events","Old Saybrook, Connecticut, United States","Bundle It offers an online platform for users to find, share, and remember events.","51,824",03/02/2011,Closed,,"Events, Local",,1-10,09/15/2011,"$200,000","$450,000",,Seed,http://bundleit.com,2
Minerva Worldwide,https://www.crunchbase.com/organization/minerva-worldwide,"Sports, Health Care, Consumer Goods","Bellevue, Washington, United States","Minerva Worldwide operates a website that offers guidance on weight loss, beauty and healthcare.","51,853",01/01/2011,Closed,,"Beauty, Health Care, Fitness",,1-10,10/24/2011,"$840,000","$840,000",,Seed,http://www.minervaworldwide.com,1
LilLuxe,https://www.crunchbase.com/organization/lilluxe,"Community and Lifestyle, Consumer Goods, Design","Sausalito, California, United States",LilLuxe is an online flash sales platform for children’s merchandise.,"51,871",03/09/2010,Closed,,"Fashion, Beauty, Lifestyle",1,11-50,09/01/2010,"$1,200,000","$1,200,000",1,Seed,http://www.lilluxe.com,1
Mailana,https://www.crunchbase.com/organization/mailana,Financial Services,"Boulder, Colorado, United States",Mailana helps users analyze communication patterns from emails and social networks.,"51,902",01/01/2008,Closed,2,Finance,,11-50,08/06/2009,"$18,000","$18,000",1,Seed,http://www.mailana.com,1
Yasmo,https://www.crunchbase.com/organization/yasmo-live,"Media and Entertainment, Events, Internet Services, Mobile","San Francisco, California, United States",Yasmo Live is an on-site event networking system.,"51,966",01/01/2010,Closed,,"Social Media, Events, Mobile",1,1-10,10/10/2012,"$92,000","$415,000",1,Seed,http://www.yasmolive.com,3
hyaqu,https://www.crunchbase.com/organization/hyaqu,Commerce and Shopping,"Lake Oswego, Oregon, United States",Hyaqu is an e-commerce utility platform that facilitates online shopping with web-based software.,"52,258",07/25/2011,Closed,,E-Commerce,1,1-10,06/25/2011,"$500,000","$500,000",1,Seed,http://www.hyaqu.com,1
Cloud.CM,https://www.crunchbase.com/organization/xtreme-innovations,"Media and Entertainment, Music and Audio, Software, Internet Services, Video","Los Angeles, California, United States","Cloud.CM, a cloud-based platform, allows its users to bring all their photos, videos, music, and documents anywhere and share them easily.","52,446",03/31/2009,Closed,,"Cloud Computing, Music, Video",,1-10,09/13/2011,"$500,000","$500,000",,Seed,http://cdn.cloud.cm/index_main.html,1
